ordernumber,sales_channel,warehousecode,procureddate,orderdate,shipdate,deliverydate,currencycode,salesteamid,customerid,storeid,productid,order_quantity,discount_applied,unit_price,unit_cost,order_total,order_discount,grand_total
SO - 0007471,Wholesale,WARE-PUJ1005,2020-06-18,2020-10-20,2020-10-25,2020-11-04,USD,26,38,283,27,1,0.075,1065.3,543.303,1065.3,79.8975,985.4024999999999
SO - 0007472,In-Store,WARE-UHY1004,2020-06-18,2020-10-20,2020-11-17,2020-11-22,USD,10,15,237,13,8,0.1,1762.1,1444.922,14096.8,1409.68,12687.119999999999
SO - 0007473,In-Store,WARE-MKL1006,2020-06-18,2020-10-20,2020-10-30,2020-11-03,USD,7,25,354,17,2,0.05,2599.6,1819.72,5199.2,259.96,4939.24
SO - 0007474,Wholesale,WARE-XYS1001,2020-06-18,2020-10-20,2020-11-10,2020-11-18,USD,27,43,41,32,8,0.2,2646.5,1482.0400000000002,21172.0,4234.400000000001,16937.6
SO - 0007475,Online,WARE-NMK1003,2020-06-18,2020-10-20,2020-10-30,2020-11-04,USD,14,28,203,20,6,0.1,951.4,780.1479999999999,5708.4,570.84,5137.5599999999995
SO - 0007476,Distributor,WARE-XYS1001,2020-06-18,2020-10-21,2020-11-06,2020-11-11,USD,24,2,7,36,3,0.075,2432.1,1970.001,7296.299999999999,547.2225,6749.077499999999
SO - 0007477,Online,WARE-MKL1006,2020-06-18,2020-10-21,2020-11-03,2020-11-11,USD,13,2,344,41,7,0.4,5916.1,4673.719,41412.700000000004,16565.08,24847.620000000003
SO - 0007478,In-Store,WARE-NBV1002,2020-06-18,2020-10-21,2020-10-30,2020-11-09,USD,5,5,64,15,1,0.05,1139.0,694.79,1139.0,56.95,1082.05
SO - 0007479,In-Store,WARE-UHY1004,2020-06-18,2020-10-21,2020-11-02,2020-11-03,USD,10,24,248,5,8,0.05,2546.0,1884.04,20368.0,1018.4000000000001,19349.6
SO - 0007480,In-Store,WARE-MKL1006,2020-06-18,2020-10-21,2020-10-31,2020-11-06,USD,4,28,355,4,7,0.05,931.3,530.841,6519.099999999999,325.955,6193.1449999999995
SO - 0007481,In-Store,WARE-NMK1003,2020-06-18,2020-10-21,2020-11-08,2020-11-11,USD,11,45,143,8,1,0.075,3953.0,3360.05,3953.0,296.47499999999997,3656.525
SO - 0007482,Online,WARE-NBV1002,2020-06-18,2020-10-21,2020-11-09,2020-11-12,USD,13,27,65,5,6,0.15,3068.6,2454.88,18411.6,2761.74,15649.859999999999
SO - 0007483,Online,WARE-PUJ1005,2020-06-18,2020-10-21,2020-10-30,2020-11-01,USD,20,17,309,5,1,0.15,944.7,566.82,944.7,141.705,802.995
SO - 0007484,Online,WARE-NBV1002,2020-06-18,2020-10-21,2020-11-13,2020-11-19,USD,18,33,73,13,1,0.1,1239.5,842.86,1239.5,123.95,1115.55
SO - 0007485,In-Store,WARE-PUJ1005,2020-06-18,2020-10-21,2020-10-30,2020-11-07,USD,12,34,280,12,3,0.05,2338.3,1286.0650000000005,7014.900000000001,350.74500000000006,6664.155000000001
SO - 0007486,In-Store,WARE-XYS1001,2020-06-18,2020-10-21,2020-10-27,2020-11-06,USD,1,10,38,43,5,0.075,2445.5,1760.76,12227.5,917.0625,11310.4375
SO - 0007487,In-Store,WARE-XYS1001,2020-06-18,2020-10-21,2020-10-28,2020-11-07,USD,10,30,58,27,5,0.05,214.4,145.792,1072.0,53.6,1018.4
SO - 0007488,In-Store,WARE-NBV1002,2020-06-18,2020-10-22,2020-11-16,2020-11-21,USD,2,19,72,21,8,0.05,877.7,561.7280000000001,7021.6,351.08000000000004,6670.52
SO - 0007489,In-Store,WARE-NBV1002,2020-06-18,2020-10-22,2020-10-30,2020-11-03,USD,8,19,61,13,4,0.075,2398.6,1703.006,9594.4,719.5799999999999,8874.82
SO - 0007490,In-Store,WARE-MKL1006,2020-06-18,2020-10-22,2020-10-26,2020-11-02,USD,7,44,347,27,4,0.05,3999.9,2919.927,15999.6,799.98,15199.62
SO - 0007491,In-Store,WARE-PUJ1005,2020-06-18,2020-10-22,2020-10-30,2020-11-02,USD,9,24,265,40,8,0.4,2412.0,1664.28,19296.0,7718.400000000001,11577.599999999999
SO - 0007492,Online,WARE-NMK1003,2020-06-18,2020-10-22,2020-11-14,2020-11-18,USD,12,14,180,6,3,0.05,2981.5,1759.0849999999998,8944.5,447.225,8497.275
SO - 0007493,Online,WARE-UHY1004,2020-06-18,2020-10-22,2020-11-01,2020-11-02,USD,20,13,212,43,1,0.15,2351.7000000000003,1293.4350000000002,2351.7000000000003,352.75500000000005,1998.9450000000002
SO - 0007494,Online,WARE-XYS1001,2020-06-18,2020-10-22,2020-10-24,2020-10-25,USD,16,29,32,43,5,0.075,1943.0,796.63,9715.0,728.625,8986.375
SO - 0007495,Online,WARE-NMK1003,2020-06-18,2020-10-22,2020-10-24,2020-10-26,USD,20,24,162,12,5,0.15,696.8000000000001,292.656,3484.0000000000005,522.6,2961.4000000000005
SO - 0007496,Online,WARE-NBV1002,2020-06-18,2020-10-23,2020-10-31,2020-11-01,USD,12,11,62,45,7,0.075,1051.9,557.5070000000001,7363.300000000001,552.2475000000001,6811.052500000001
SO - 0007497,Online,WARE-NMK1003,2020-06-18,2020-10-23,2020-11-19,2020-11-20,USD,13,47,107,24,6,0.15,4020.0,2653.2000000000003,24120.0,3618.0,20502.0
SO - 0007498,In-Store,WARE-MKL1006,2020-06-18,2020-10-23,2020-11-04,2020-11-12,USD,9,18,347,5,7,0.075,1045.2,836.1600000000001,7316.400000000001,548.73,6767.67
SO - 0007499,Distributor,WARE-XYS1001,2020-06-18,2020-10-23,2020-10-30,2020-11-03,USD,25,2,41,2,6,0.15,750.4,637.8399999999999,4502.4,675.3599999999999,3827.04
SO - 0007500,Wholesale,WARE-UHY1004,2020-06-18,2020-10-23,2020-11-10,2020-11-13,USD,28,6,237,35,5,0.075,1192.6,644.0040000000001,5963.0,447.22499999999997,5515.775
SO - 0007501,Online,WARE-UHY1004,2020-06-18,2020-10-23,2020-11-07,2020-11-14,USD,16,32,230,1,3,0.4,3959.7,2098.641,11879.099999999999,4751.639999999999,7127.459999999999
SO - 0007502,Distributor,WARE-PUJ1005,2020-06-18,2020-10-23,2020-10-31,2020-11-07,USD,24,13,321,13,6,0.05,1996.6,1417.586,11979.599999999999,598.9799999999999,11380.619999999999
SO - 0007503,Wholesale,WARE-PUJ1005,2020-06-18,2020-10-23,2020-11-15,2020-11-22,USD,26,28,278,33,3,0.05,837.5,711.875,2512.5,125.625,2386.875
SO - 0007504,In-Store,WARE-UHY1004,2020-06-18,2020-10-23,2020-11-06,2020-11-16,USD,3,9,248,26,8,0.1,1909.5,1145.7,15276.0,1527.6000000000001,13748.4
SO - 0007505,Distributor,WARE-PUJ1005,2020-06-18,2020-10-23,2020-10-25,2020-11-01,USD,25,43,326,24,7,0.075,1011.7,799.243,7081.900000000001,531.1425,6550.757500000001
SO - 0007506,In-Store,WARE-NMK1003,2020-06-18,2020-10-23,2020-11-07,2020-11-16,USD,7,32,104,12,6,0.05,1695.1,983.158,10170.599999999999,508.53,9662.069999999998
SO - 0007507,In-Store,WARE-NBV1002,2020-06-18,2020-10-24,2020-11-19,2020-11-21,USD,3,26,71,22,2,0.15,1701.8,1412.494,3403.6,510.53999999999996,2893.06
SO - 0007508,Distributor,WARE-UHY1004,2020-06-18,2020-10-24,2020-11-05,2020-11-08,USD,25,12,228,10,4,0.2,964.8,588.528,3859.2,771.84,3087.3599999999997
SO - 0007509,Distributor,WARE-UHY1004,2020-06-18,2020-10-24,2020-11-11,2020-11-15,USD,23,8,204,38,1,0.05,3557.7000000000003,1814.427,3557.7000000000003,177.88500000000002,3379.815
SO - 0007510,Online,WARE-XYS1001,2020-06-18,2020-10-24,2020-11-06,2020-11-10,USD,20,33,18,36,3,0.3,3035.1,1335.444,9105.3,2731.5899999999997,6373.709999999999
SO - 0007511,Wholesale,WARE-PUJ1005,2020-06-18,2020-10-24,2020-10-31,2020-11-06,USD,25,49,317,5,3,0.05,1031.8,650.034,3095.3999999999996,154.76999999999998,2940.6299999999997
SO - 0007512,Wholesale,WARE-MKL1006,2020-06-18,2020-10-24,2020-10-30,2020-11-06,USD,27,20,353,3,1,0.1,1179.2,554.224,1179.2,117.92000000000002,1061.28
SO - 0007513,Online,WARE-PUJ1005,2020-06-18,2020-10-24,2020-10-26,2020-11-02,USD,12,10,270,13,4,0.4,5648.1,3501.822,22592.4,9036.960000000001,13555.44
SO - 0007514,Distributor,WARE-XYS1001,2020-06-18,2020-10-24,2020-11-10,2020-11-15,USD,23,5,52,30,1,0.2,2519.2000000000003,1914.5920000000003,2519.2000000000003,503.8400000000001,2015.3600000000001
SO - 0007515,In-Store,WARE-MKL1006,2020-06-18,2020-10-25,2020-11-04,2020-11-06,USD,5,15,335,42,5,0.05,1782.2,1051.498,8911.0,445.55,8465.45
SO - 0007516,Wholesale,WARE-XYS1001,2020-06-18,2020-10-25,2020-10-29,2020-11-03,USD,26,50,25,37,7,0.05,3758.7,2706.264,26310.899999999998,1315.545,24995.354999999996
SO - 0007517,Online,WARE-PUJ1005,2020-06-18,2020-10-25,2020-10-31,2020-11-10,USD,16,8,325,5,7,0.075,1139.0,592.28,7973.0,597.975,7375.025
SO - 0007518,Online,WARE-NMK1003,2020-06-18,2020-10-25,2020-10-27,2020-11-01,USD,12,12,193,21,6,0.1,254.6,157.852,1527.6,152.76,1374.84
SO - 0007519,In-Store,WARE-NMK1003,2020-06-18,2020-10-25,2020-11-06,2020-11-07,USD,10,50,193,43,1,0.4,1929.6,1138.464,1929.6,771.84,1157.7599999999998
SO - 0007520,In-Store,WARE-NBV1002,2020-06-18,2020-10-25,2020-11-12,2020-11-16,USD,9,32,80,34,4,0.075,3879.3,2366.373,15517.2,1163.79,14353.41
SO - 0007521,Online,WARE-PUJ1005,2020-06-18,2020-10-25,2020-11-20,2020-11-30,USD,14,12,273,27,2,0.15,2351.7000000000003,1787.292,4703.400000000001,705.5100000000001,3997.8900000000003
SO - 0007522,In-Store,WARE-NMK1003,2020-06-18,2020-10-25,2020-11-22,2020-11-30,USD,11,16,105,15,7,0.075,1139.0,763.13,7973.0,597.975,7375.025
SO - 0007523,In-Store,WARE-NMK1003,2020-06-18,2020-10-25,2020-11-21,2020-11-23,USD,11,5,178,25,1,0.075,2010.0,1005.0,2010.0,150.75,1859.25
SO - 0007524,Online,WARE-PUJ1005,2020-06-18,2020-10-25,2020-11-07,2020-11-17,USD,19,32,312,14,5,0.05,1172.5,961.45,5862.5,293.125,5569.375
SO - 0007525,Online,WARE-NMK1003,2020-06-18,2020-10-25,2020-11-13,2020-11-19,USD,17,27,200,38,5,0.075,1333.3,533.32,6666.5,499.98749999999995,6166.5125
SO - 0007526,In-Store,WARE-XYS1001,2020-06-18,2020-10-26,2020-11-22,2020-11-27,USD,4,43,14,3,8,0.075,5246.1,3042.738,41968.8,3147.6600000000003,38821.14
SO - 0007527,In-Store,WARE-XYS1001,2020-06-18,2020-10-26,2020-11-18,2020-11-27,USD,9,25,10,11,1,0.1,1159.1,869.325,1159.1,115.91,1043.1899999999998
SO - 0007528,Online,WARE-XYS1001,2020-06-18,2020-10-26,2020-11-05,2020-11-11,USD,18,33,35,31,6,0.1,2921.2000000000003,2307.7480000000005,17527.2,1752.7200000000003,15774.48
SO - 0007529,In-Store,WARE-NMK1003,2020-06-18,2020-10-26,2020-10-31,2020-11-05,USD,12,3,171,27,7,0.15,5165.7,4235.874,36159.9,5423.985,30735.915
SO - 0007530,Online,WARE-NMK1003,2020-06-18,2020-10-26,2020-10-29,2020-10-30,USD,16,29,203,20,8,0.3,6291.3,5158.866,50330.4,15099.119999999999,35231.28
SO - 0007531,Online,WARE-PUJ1005,2020-06-18,2020-10-26,2020-11-04,2020-11-14,USD,19,32,326,26,4,0.075,1869.3,1345.896,7477.2,560.79,6916.41
SO - 0007532,Wholesale,WARE-NMK1003,2020-06-18,2020-10-26,2020-11-02,2020-11-12,USD,26,33,195,35,8,0.15,3959.7,2930.1780000000003,31677.6,4751.639999999999,26925.96
SO - 0007533,Wholesale,WARE-NMK1003,2020-06-18,2020-10-26,2020-11-21,2020-11-23,USD,25,8,125,20,8,0.4,2371.8,1209.6180000000002,18974.4,7589.760000000001,11384.64
SO - 0007534,In-Store,WARE-UHY1004,2020-06-18,2020-10-26,2020-11-15,2020-11-22,USD,11,16,240,34,8,0.075,221.1,90.651,1768.8,132.66,1636.1399999999999
SO - 0007535,Online,WARE-UHY1004,2020-06-18,2020-10-27,2020-11-08,2020-11-09,USD,19,26,245,18,8,0.2,201.0,102.51,1608.0,321.6,1286.4
SO - 0007536,Distributor,WARE-NBV1002,2020-06-18,2020-10-27,2020-11-01,2020-11-07,USD,23,45,72,19,8,0.1,174.20000000000002,120.198,1393.6000000000001,139.36,1254.2400000000002
SO - 0007537,Wholesale,WARE-UHY1004,2020-06-18,2020-10-27,2020-11-18,2020-11-26,USD,27,1,219,9,1,0.05,1989.9,1114.344,1989.9,99.495,1890.4050000000002
SO - 0007538,Online,WARE-NMK1003,2020-06-18,2020-10-27,2020-11-08,2020-11-17,USD,14,18,133,28,6,0.05,2566.1,1950.236,15396.599999999999,769.8299999999999,14626.769999999999
SO - 0007539,Wholesale,WARE-NMK1003,2020-06-18,2020-10-27,2020-11-11,2020-11-14,USD,27,45,135,26,2,0.075,1112.2,500.49,2224.4,166.83,2057.57
SO - 0007540,In-Store,WARE-PUJ1005,2020-06-18,2020-10-27,2020-11-06,2020-11-09,USD,10,22,320,39,4,0.05,1708.5,1383.885,6834.0,341.70000000000005,6492.3
SO - 0007541,In-Store,WARE-NMK1003,2020-06-18,2020-10-27,2020-11-07,2020-11-13,USD,4,24,174,23,3,0.2,924.6,499.2840000000001,2773.8,554.7600000000001,2219.04
SO - 0007542,Online,WARE-NMK1003,2020-06-18,2020-10-27,2020-11-01,2020-11-08,USD,18,45,100,9,3,0.075,3899.4,3275.496,11698.2,877.365,10820.835000000001
SO - 0007543,Online,WARE-NMK1003,2020-06-18,2020-10-27,2020-11-13,2020-11-19,USD,16,37,96,20,3,0.2,1118.9,850.364,3356.7000000000003,671.3400000000001,2685.36
SO - 0007544,Distributor,WARE-UHY1004,2020-06-18,2020-10-28,2020-11-02,2020-11-06,USD,21,39,212,16,6,0.075,683.4,444.21,4100.4,307.53,3792.87
SO - 0007545,Distributor,WARE-NMK1003,2020-09-26,2020-10-28,2020-11-17,2020-11-26,USD,23,9,172,34,1,0.075,5333.2,2986.592,5333.2,399.98999999999995,4933.21
SO - 0007546,Online,WARE-NBV1002,2020-06-18,2020-10-28,2020-11-22,2020-12-02,USD,13,43,77,21,2,0.05,1748.7,1381.4730000000002,3497.4,174.87,3322.53
SO - 0007547,Distributor,WARE-MKL1006,2020-06-18,2020-10-28,2020-11-03,2020-11-11,USD,23,43,343,5,8,0.05,221.1,101.706,1768.8,88.44,1680.36
SO - 0007548,Distributor,WARE-NMK1003,2020-06-18,2020-10-28,2020-11-15,2020-11-19,USD,23,34,127,14,5,0.1,1681.7,1227.641,8408.5,840.85,7567.65
SO - 0007549,In-Store,WARE-XYS1001,2020-06-18,2020-10-28,2020-11-14,2020-11-23,USD,6,44,14,7,1,0.05,817.4,531.3100000000001,817.4,40.870000000000005,776.53
SO - 0007550,Online,WARE-XYS1001,2020-06-18,2020-10-28,2020-11-14,2020-11-19,USD,20,42,41,28,7,0.075,964.8,578.88,6753.599999999999,506.5199999999999,6247.08
SO - 0007551,In-Store,WARE-UHY1004,2020-06-18,2020-10-28,2020-11-03,2020-11-13,USD,1,49,235,27,4,0.15,978.2,401.062,3912.8,586.92,3325.88
SO - 0007552,Distributor,WARE-NMK1003,2020-06-18,2020-10-28,2020-11-05,2020-11-12,USD,25,18,90,13,2,0.05,4006.6,2043.366,8013.2,400.66,7612.54
SO - 0007553,In-Store,WARE-UHY1004,2020-06-18,2020-10-29,2020-11-26,2020-12-03,USD,5,48,204,14,7,0.05,1038.5,695.7950000000001,7269.5,363.475,6906.025
SO - 0007554,Online,WARE-NBV1002,2020-06-18,2020-10-29,2020-11-23,2020-12-01,USD,14,23,63,7,7,0.1,2452.2000000000003,1741.062,17165.4,1716.5400000000002,15448.86
SO - 0007555,Distributor,WARE-PUJ1005,2020-06-18,2020-10-29,2020-11-18,2020-11-21,USD,25,42,316,12,5,0.1,1708.5,1042.185,8542.5,854.25,7688.25
SO - 0007556,Wholesale,WARE-UHY1004,2020-06-18,2020-10-29,2020-11-04,2020-11-14,USD,25,45,230,27,1,0.075,5969.7,4417.578,5969.7,447.72749999999996,5521.9725
SO - 0007557,Distributor,WARE-NMK1003,2020-06-18,2020-10-29,2020-11-01,2020-11-02,USD,20,16,189,29,6,0.075,1902.8,761.12,11416.8,856.2599999999999,10560.539999999999
SO - 0007558,In-Store,WARE-NBV1002,2020-06-18,2020-10-29,2020-11-07,2020-11-09,USD,8,41,83,37,6,0.1,2479.0,1041.18,14874.0,1487.4,13386.6
SO - 0007559,Online,WARE-XYS1001,2020-06-18,2020-10-29,2020-11-04,2020-11-07,USD,13,36,55,37,3,0.2,3289.7000000000003,2500.172,9869.1,1973.8200000000002,7895.280000000001
SO - 0007560,Online,WARE-UHY1004,2020-06-18,2020-10-29,2020-10-31,2020-11-09,USD,19,39,242,41,6,0.2,1078.7,787.451,6472.200000000001,1294.4400000000003,5177.76
SO - 0007561,In-Store,WARE-MKL1006,2020-06-18,2020-10-30,2020-11-04,2020-11-05,USD,6,22,359,16,7,0.05,2626.4,1680.8960000000002,18384.8,919.24,17465.559999999998
SO - 0007562,Online,WARE-NMK1003,2020-06-18,2020-10-30,2020-11-27,2020-12-07,USD,18,13,147,41,7,0.15,5487.3,3292.38,38411.1,5761.665,32649.434999999998
SO - 0007563,In-Store,WARE-NBV1002,2020-06-18,2020-10-30,2020-11-02,2020-11-11,USD,9,3,70,46,2,0.075,2639.8,1293.502,5279.6,395.97,4883.63
SO - 0007564,Online,WARE-XYS1001,2020-06-18,2020-10-30,2020-11-15,2020-11-24,USD,15,46,32,11,2,0.15,1165.8,512.952,2331.6,349.73999999999995,1981.86
SO - 0007565,Online,WARE-NMK1003,2020-06-18,2020-10-30,2020-11-27,2020-11-29,USD,13,37,103,32,2,0.05,1092.1,797.2330000000001,2184.2,109.21,2074.99
SO - 0007566,Online,WARE-MKL1006,2020-06-18,2020-10-30,2020-11-14,2020-11-15,USD,14,22,365,41,3,0.075,6539.2,2942.64,19617.6,1471.32,18146.28
SO - 0007567,Wholesale,WARE-XYS1001,2020-06-18,2020-10-30,2020-11-03,2020-11-08,USD,27,26,55,8,3,0.1,1105.5,729.63,3316.5,331.65000000000003,2984.85
SO - 0007568,In-Store,WARE-NMK1003,2020-06-18,2020-10-30,2020-11-25,2020-11-28,USD,3,36,88,12,3,0.075,1098.8,879.04,3296.3999999999996,247.22999999999996,3049.1699999999996
SO - 0007569,Online,WARE-MKL1006,2020-06-18,2020-10-30,2020-11-24,2020-12-03,USD,13,4,363,6,3,0.15,884.4,725.208,2653.2,397.97999999999996,2255.22
SO - 0007570,Online,WARE-UHY1004,2020-06-18,2020-10-30,2020-11-27,2020-12-05,USD,18,28,230,15,6,0.3,1755.4,877.7,10532.400000000001,3159.7200000000003,7372.680000000001
SO - 0007571,In-Store,WARE-NBV1002,2020-06-18,2020-10-30,2020-11-23,2020-11-24,USD,11,5,85,32,4,0.05,1098.8,648.2919999999999,4395.2,219.76,4175.44
SO - 0007572,In-Store,WARE-NMK1003,2020-06-18,2020-10-30,2020-11-12,2020-11-20,USD,12,23,112,24,1,0.15,1065.3,458.079,1065.3,159.795,905.505
SO - 0007573,Wholesale,WARE-XYS1001,2020-06-18,2020-10-30,2020-11-01,2020-11-10,USD,26,32,36,10,5,0.075,1815.7,980.478,9078.5,680.8874999999999,8397.6125
SO - 0007574,In-Store,WARE-UHY1004,2020-06-18,2020-10-30,2020-11-23,2020-11-24,USD,10,42,229,35,5,0.2,5152.3,2576.15,25761.5,5152.3,20609.2
SO - 0007575,In-Store,WARE-NMK1003,2020-06-18,2020-10-31,2020-11-11,2020-11-18,USD,2,32,192,28,1,0.15,2579.5,1212.365,2579.5,386.925,2192.575
SO - 0007576,In-Store,WARE-PUJ1005,2020-06-18,2020-10-31,2020-11-03,2020-11-10,USD,5,48,311,16,3,0.2,891.1,356.44000000000005,2673.3,534.6600000000001,2138.6400000000003
SO - 0007577,Online,WARE-NMK1003,2020-06-18,2020-10-31,2020-11-13,2020-11-23,USD,14,50,179,12,1,0.075,1038.5,591.9449999999999,1038.5,77.8875,960.6125
SO - 0007578,In-Store,WARE-UHY1004,2020-09-26,2020-10-31,2020-11-17,2020-11-27,USD,11,18,242,8,8,0.15,951.4,704.036,7611.2,1141.6799999999998,6469.52
SO - 0007579,Wholesale,WARE-XYS1001,2020-06-18,2020-10-31,2020-11-10,2020-11-19,USD,28,25,21,36,6,0.075,931.3,651.91,5587.799999999999,419.0849999999999,5168.714999999999
SO - 0007580,Online,WARE-UHY1004,2020-06-18,2020-10-31,2020-11-09,2020-11-10,USD,12,24,207,34,1,0.1,3450.5,2346.34,3450.5,345.05,3105.45
SO - 0007581,Distributor,WARE-UHY1004,2020-06-18,2020-10-31,2020-11-10,2020-11-14,USD,24,24,229,31,1,0.1,998.3,628.9290000000001,998.3,99.83,898.4699999999999
SO - 0007582,In-Store,WARE-UHY1004,2020-06-18,2020-10-31,2020-11-05,2020-11-08,USD,7,1,238,26,3,0.1,3932.9,2831.688,11798.7,1179.8700000000001,10618.83
SO - 0007583,In-Store,WARE-XYS1001,2020-06-18,2020-10-31,2020-11-10,2020-11-16,USD,4,24,58,5,2,0.15,3698.4,3106.656,7396.8,1109.52,6287.280000000001
SO - 0007584,In-Store,WARE-NMK1003,2020-06-18,2020-10-31,2020-11-08,2020-11-11,USD,10,42,113,24,5,0.2,1788.9,966.006,8944.5,1788.9,7155.6
SO - 0007585,In-Store,WARE-NMK1003,2020-06-18,2020-10-31,2020-11-23,2020-11-28,USD,9,33,187,8,6,0.05,971.5,777.2,5829.0,291.45,5537.55
SO - 0007586,Online,WARE-PUJ1005,2020-09-26,2020-10-31,2020-11-09,2020-11-15,USD,12,42,325,32,3,0.05,2525.9,1742.871,7577.700000000001,378.88500000000005,7198.8150000000005
SO - 0007587,In-Store,WARE-XYS1001,2020-06-18,2020-11-01,2020-11-03,2020-11-12,USD,2,5,1,3,2,0.1,2391.9,1363.383,4783.8,478.38000000000005,4305.42
SO - 0007588,In-Store,WARE-NMK1003,2020-06-18,2020-11-01,2020-11-14,2020-11-20,USD,9,42,128,41,8,0.15,991.6,743.7,7932.8,1189.92,6742.88
SO - 0007589,Online,WARE-MKL1006,2020-06-18,2020-11-01,2020-11-25,2020-11-30,USD,17,14,330,27,2,0.1,234.5,157.115,469.0,46.900000000000006,422.1
SO - 0007590,In-Store,WARE-NMK1003,2020-06-18,2020-11-01,2020-11-27,2020-12-02,USD,12,24,159,11,4,0.075,3886.0,1904.14,15544.0,1165.8,14378.2
SO - 0007591,Distributor,WARE-NMK1003,2020-06-18,2020-11-01,2020-11-10,2020-11-11,USD,23,1,171,21,4,0.3,5246.1,3619.809,20984.4,6295.320000000001,14689.080000000002
SO - 0007592,In-Store,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-07,2020-11-15,USD,5,42,328,1,4,0.2,3973.1,2185.205,15892.4,3178.48,12713.92
SO - 0007593,Distributor,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-16,2020-11-19,USD,23,12,269,28,1,0.075,227.8,107.066,227.8,17.085,210.715
SO - 0007594,In-Store,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-28,2020-12-03,USD,11,47,283,3,2,0.2,167.5,73.7,335.0,67.0,268.0
SO - 0007595,In-Store,WARE-NBV1002,2020-06-18,2020-11-01,2020-11-07,2020-11-09,USD,3,36,65,17,7,0.2,1051.9,662.6970000000001,7363.300000000001,1472.6600000000003,5890.640000000001
SO - 0007596,Wholesale,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-16,2020-11-26,USD,28,35,311,5,3,0.15,2217.7000000000003,1153.2040000000002,6653.1,997.965,5655.135
SO - 0007597,Distributor,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-26,2020-12-02,USD,22,2,316,2,8,0.075,1132.3,951.132,9058.4,679.38,8379.02
SO - 0007598,Online,WARE-UHY1004,2020-06-18,2020-11-01,2020-11-18,2020-11-26,USD,16,34,247,43,3,0.05,1085.4,477.576,3256.2000000000003,162.81000000000003,3093.3900000000003
SO - 0007599,Online,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-14,2020-11-19,USD,16,24,318,26,3,0.3,958.1,603.6030000000001,2874.3,862.2900000000001,2012.0100000000002
SO - 0007600,Online,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-11,2020-11-19,USD,19,46,305,23,5,0.15,3651.5,2409.99,18257.5,2738.625,15518.875
SO - 0007601,Online,WARE-MKL1006,2020-09-26,2020-11-02,2020-11-04,2020-11-09,USD,13,11,359,7,1,0.2,1996.6,1098.13,1996.6,399.32,1597.28
SO - 0007602,Online,WARE-NMK1003,2020-06-18,2020-11-02,2020-11-25,2020-11-30,USD,17,38,132,4,5,0.05,3631.4,2033.5840000000003,18157.0,907.85,17249.15
SO - 0007603,Online,WARE-MKL1006,2020-06-18,2020-11-02,2020-11-08,2020-11-09,USD,19,26,346,43,4,0.075,6472.2,5371.926,25888.8,1941.6599999999999,23947.14
SO - 0007604,In-Store,WARE-NMK1003,2020-06-18,2020-11-02,2020-11-26,2020-11-29,USD,6,2,165,8,4,0.1,1896.1,1573.763,7584.4,758.44,6825.959999999999
SO - 0007605,Distributor,WARE-PUJ1005,2020-06-18,2020-11-02,2020-11-29,2020-12-09,USD,21,16,308,12,8,0.15,1835.8,1193.27,14686.4,2202.96,12483.439999999999
SO - 0007606,In-Store,WARE-PUJ1005,2020-06-18,2020-11-02,2020-11-08,2020-11-12,USD,8,25,324,28,2,0.2,3966.4,1626.224,7932.8,1586.5600000000002,6346.24
SO - 0007607,In-Store,WARE-NMK1003,2020-06-18,2020-11-03,2020-11-25,2020-12-05,USD,7,30,113,6,6,0.05,2860.9,1316.014,17165.4,858.2700000000001,16307.130000000001
SO - 0007608,Wholesale,WARE-PUJ1005,2020-09-26,2020-11-03,2020-11-18,2020-11-22,USD,25,11,294,21,2,0.05,1983.2,1606.392,3966.4,198.32000000000002,3768.08
SO - 0007609,Online,WARE-UHY1004,2020-06-18,2020-11-03,2020-11-28,2020-11-30,USD,16,41,258,33,1,0.4,1132.3,622.765,1132.3,452.92,679.3799999999999
SO - 0007610,Online,WARE-PUJ1005,2020-06-18,2020-11-03,2020-11-18,2020-11-19,USD,14,6,283,24,1,0.15,991.6,436.304,991.6,148.74,842.86
SO - 0007611,Wholesale,WARE-NMK1003,2020-06-18,2020-11-03,2020-11-30,2020-12-01,USD,27,28,162,42,5,0.05,2566.1,1026.44,12830.5,641.5250000000001,12188.975
SO - 0007612,Wholesale,WARE-NMK1003,2020-06-18,2020-11-03,2020-11-30,2020-12-10,USD,27,9,92,46,5,0.4,1165.8,617.874,5829.0,2331.6,3497.4
SO - 0007613,Wholesale,WARE-XYS1001,2020-06-18,2020-11-03,2020-11-11,2020-11-16,USD,28,32,18,45,4,0.2,268.0,152.76,1072.0,214.4,857.6
SO - 0007614,Online,WARE-MKL1006,2020-06-18,2020-11-03,2020-11-22,2020-11-24,USD,13,40,336,23,5,0.1,214.4,126.496,1072.0,107.2,964.8
SO - 0007615,Online,WARE-PUJ1005,2020-06-18,2020-11-04,2020-11-19,2020-11-23,USD,14,19,271,47,2,0.1,167.5,125.625,335.0,33.5,301.5
